OTU_ID	S1	S2	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU_602_14	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp	Phaeothecoidea	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_611_37	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'
OTU_61_613	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Pseudevernia;s__Pseudevernia furfuracea	Pseudevernia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_624_4	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella niveniae	Phaeomoniella	13	Pathotroph	Plant Pathogen	Microfungus; Facultative Yeast (Tedersoo et al. 2014)	NULL	Highly Probable	Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	b'Damm U, et al. 2010. Persoonia24:60-80; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_638_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_644_3	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea fuscoatra var grisella	Lecidea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_646_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramichloridium;s__Ramichloridium pini	Ramichloridium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_648_11	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_649_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium seditiosum	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_652_5	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_654_11	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula;s__Lachnellula calyciformis	Lachnellula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_655_13	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_656_11	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_658_14	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp	Phaeomoniella	13	Pathotroph	Plant Pathogen	Microfungus; Facultative Yeast (Tedersoo et al. 2014)	NULL	Highly Probable	Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	b'Damm U, et al. 2010. Persoonia24:60-80; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_665_3	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium bialowiezense	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'
OTU_66_488	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_677_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Dissoconium;s__Dissoconium eucalypti	Dissoconium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_67_454	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae	Botryosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic, or saprobic, especially associated with woody tissue (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'
OTU_688_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_695_2	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp	Phaeomoniella	13	Pathotroph	Plant Pathogen	Microfungus; Facultative Yeast (Tedersoo et al. 2014)	NULL	Highly Probable	Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	b'Damm U, et al. 2010. Persoonia24:60-80; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_700_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_703_54	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_716_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_71_642	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Stictis;s__Stictis sp 1_MW_2004	Stictis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_721_4	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp	Sarea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_725_42	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp	Sarea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_727_6	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Collophora;s__Collophora sp	Collophora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Highly Probable	Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	b'Damm U, et al. 2010. Persoonia 24:60-80; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_732_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642	Capnobotryella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_738_4	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_73_434	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Incertae sedis;g__Endosporium;s__Endosporium populi_tremuloidis	Endosporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_741_10	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_744_2	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae;g__Thielaviopsis;s__Thielaviopsis sp	Thielaviopsis	13	Saprotroph	Wood Saprotroph	NULL	Soft Rot	Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_749_22	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_752_2	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Pseudevernia;s__Pseudevernia furfuracea	Pseudevernia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_759_2	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thielavia;s__Thielavia basicola	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	NULL	b'Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_761_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	Cladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Host - Fabaceae	b'http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU_766_2	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'
OTU_769_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria eichhorniae	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688'
OTU_780_24	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_782_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae sedis;g__Tetracladium;s__Tetracladium sp J3	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_785_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia flanaganii	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_788_4	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella niveniae	Phaeomoniella	13	Pathotroph	Plant Pathogen	Microfungus; Facultative Yeast (Tedersoo et al. 2014)	NULL	Highly Probable	Pathotroph isolated from necrosis in Prunus wood (Damm et al. 2010)	b'Damm U, et al. 2010. Persoonia24:60-80; Tedersoo L, et al. 2014. Science 346:1256688'
OTU_791_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula	Lachnellula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_793_2	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Physciaceae;g__Hyperphyscia;s__Hyperphyscia adglutinata	Hyperphyscia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_84_2299	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp	Phaeothecoidea	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_87_643	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus piperis	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'
OTU_89_803	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp	Sarea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU_97_622	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Zalerion;s__Zalerion arboricola	Zalerion	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU_429_20	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_455_38	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_488_21	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_252_114	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_14_28332	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_321_35	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_230_69	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_169_207	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_704_4	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_211_126	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_192_107	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3	-	-	-	-	-	-	-	Unassigned	-
OTU_47_1072	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp	-	-	-	-	-	-	-	Unassigned	-
OTU_660_1041	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp	-	-	-	-	-	-	-	Unassigned	-
OTU_286_48	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_255_54	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_114_197	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3	-	-	-	-	-	-	-	Unassigned	-
OTU_62_771	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	-	-	-	-	-	-	-	Unassigned	-
OTU_424_45	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_349_50	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_392_21	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_679_402	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU_298_41	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae	-	-	-	-	-	-	-	Unassigned	-
OTU_609_4	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_651_69	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis	-	-	-	-	-	-	-	Unassigned	-
OTU_19_38344	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp	-	-	-	-	-	-	-	Unassigned	-
OTU_578_16	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae	-	-	-	-	-	-	-	Unassigned	-
OTU_170_101	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_707_8	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU_372_33	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_561_8	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_657_3	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_74_2428	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_674_6	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus	-	-	-	-	-	-	-	Unassigned	-
OTU_163_116	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_731_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_91_331	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus	-	-	-	-	-	-	-	Unassigned	-
OTU_775_6	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_68_452	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3	-	-	-	-	-	-	-	Unassigned	-
OTU_81_391	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_260_50	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_566_5	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis	-	-	-	-	-	-	-	Unassigned	-
OTU_750_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus	-	-	-	-	-	-	-	Unassigned	-
OTU_322_32	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3	-	-	-	-	-	-	-	Unassigned	-
OTU_398_96	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_311_35	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3	-	-	-	-	-	-	-	Unassigned	-
OTU_341_217	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_461_13	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_104_1247	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147	-	-	-	-	-	-	-	Unassigned	-
OTU_380_23	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_470_92	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_438_17	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_476_18	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_34_5098	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_747_64	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_763_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	-	-	-	-	-	-	-	Unassigned	-
OTU_452_15	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_112_264	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus	-	-	-	-	-	-	-	Unassigned	-
OTU_760_2	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_126_427	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_49_1308	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287	-	-	-	-	-	-	-	Unassigned	-
OTU_343_27	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_577_21	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU_491_12	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_778_2	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_692_16	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_408_35	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_441_475	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_478_36	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_383_150	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis	-	-	-	-	-	-	-	Unassigned	-
OTU_527_8	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_356_38	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_585_12	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU_728_44	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_773_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp	-	-	-	-	-	-	-	Unassigned	-
OTU_553_182	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae	-	-	-	-	-	-	-	Unassigned	-
OTU_556_1541	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU_559_1163	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU_463_13	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_82_510	1	1	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU_85_343	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus	-	-	-	-	-	-	-	Unassigned	-
OTU_614_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU_27_6759	1	1	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU_218_82	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
