OTU_ID	S1	S2	Taxonomy
ce4d00b75a3afc276aa023b3936d09f1693849fa_513	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
e8e32b8e9e9def36d14a4f686c01125ea9a56f4c_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
faa49bb73aef853ed12dfc234f39c8f5d495162a_17	1	1	k__Fungi;p__Ascomycota
0d0f4cfb061e216f97cbab02f7259ce0dbb1fb5e_4	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seiridium;s__Seiridium ceratosporum
fcbd5d775316c8c14b324b593501f62af64388a4_46	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
5d464fce7a18bbc6d48bcfd0c78a2644b58cbf3d_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
47e4a1b9c942b633391696a96d05d702e5971cee_5	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified
930f997b8147f08ff8cbb4d67a85e60487634e59_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
590b3b5a019b9b87a1a8dbe53c6c10552b925b0d_1	1	1	k__Fungi
a9908a1f87eb88a713cf4e4944fbd1180b6834b8_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Collophora;s__Collophora sp
4f77285bc76529fdc9520d6a54078ed11a83dc2e_60	1	1	k__Fungi
63a12fc307eb73bc10ee5f5f05bae5af7f77812f_8	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
80b5115587bb25adb7b17c858c427b8ba8400ba5_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
28bb6a74e5a889f0c20abc6af4146453552eab2f_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
d95960234e791b92d3f63f07aa309d2242d5c2ee_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
1e63d3a548d9ec74b24d26da06a2c3a54c349eeb_1	1	1	k__Fungi;p__Ascomycota
86db56a1eef96fde944e7a4e455ba5ced5bf9537_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
8c1db40325e3d9a89f98f9bddac0cfe323236e9b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
fcbd2dfb66237a0024fe9856a465fc72dec8e7e1_1	1	1	k__Fungi;p__Ascomycota
c265ebb81db0520ed5b5292b9fd18338816f942b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
b9d43c37360b9096e8701d02fe22fc91183a151a_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
828789aafcb61ed589b529ae0038bb467ab56d6b_1	1	1	k__Fungi
f2f6743853664a8e4bad9e8912b0664ff7810c23_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
037a4452db70d92be27dff0dd59175615d690410_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium conigenum
5b94eb69b72aa2a330ae66d701c6bc965d181754_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
0f9e706988d3a4cf714d55ab6095497af282457b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
e3d2dc42bc74f6e4b6671ddded0b234a554a768e_1	1	1	k__Fungi;p__Ascomycota
0695055072c71732bbf22a50dd3d3c62837528c8_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
6f5973f3fabf16daf65b73111842a1ef1eac454b_1	1	1	k__Fungi
367e11d092ad8ab190ebf89d4f48c6d718e7d33e_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
7a36a7aa97ed2451082e99b8a748da3cef9fb963_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes
95acc6fbfc3141524896598a0d95180015077b17_1	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae
726c755f669346e359711e8c7381eedccc565519_6	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
803d1ed187fb7dee7b0a9417fdf3fef51c0a091f_1	1	1	k__Fungi
1ac656bb82c13c8fe07d810c675b534a4a976ba9_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
f58e0c1ce73eaeb9f50f97ceabfad3d69509a5b0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
23289ba6d14090e52336b91afaa36fce53ddc3b7_7	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
1b2a86ce84adc705122b1cd0e2983df2415d8a7c_431	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
b69f0fb614851bc28d7028a31fdcee40873bd1a0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
66a9e89779516f1b534053fd72b794d24119711e_1	1	1	k__Fungi;p__Ascomycota
b0e8d7b88c626442f25e253c5608cee282e5e520_1	1	1	k__Fungi
679d8e253bafe153da8f482ec6ad4c0f4de79278_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
95204603931188f18d0f10572a096df18e1ae2c9_1	1	1	k__Fungi
aac27537df4c98a028d925c52e1cbee30807e789_1	1	1	k__Fungi
d9d9dad04db589ce83db3c1e620a591020f4a9cf_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
eb9c143b819299576cf205cd1649161818381046_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
76fdde0949eb869e6f7b403bb237d61a953d7d13_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
12c2680b9d129a8e7515e1aacbd0be5b9d782e17_14	1	1	k__Fungi
f55e62a99de5a48fb14ff90cdaf7e5bc14a3cfc1_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
3cf1ed154cb20b1a6dc386f7ff06024b03386691_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
a434c0dc059cf68388e58c7dd976ffe373110ff0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
a6696d27b46808fcf4aa6565a8f7a737f7fcf5ba_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria
42e9b51ffdfbd7ece1500f99638bd730409d7b8f_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
4262e6b04f85431948f42008f353336c38eb7743_37	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
76bada962af2974e4f23f4ab9f41c0a78c0f62be_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
2f319c10a9012e57d176e556a6b6b4ff5c5d87f1_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis
3b7496d4f47fae2c72dcd36f8d4441c2a1bd3601_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
12cfaab86ea195c6c348000c9acd84aaf9ad95be_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis
1efb570fa22948bb6192368b23d9d156ebcb8c20_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
8c5d2142b94e162bcdaebaed66360e57e3b75246_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae sp NO428
604f6b4a8f9a18635818fa64976fd64d2a388bae_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Pseudevernia;s__Pseudevernia furfuracea
95f43f82e365b6a25491d5ee28a93b41302ced96_7	1	1	k__Fungi;p__Ascomycota
e05ed5d626f9ca1d47c7d311fd0029c16ec8f6ef_1	1	1	k__Fungi;p__Ascomycota
65fd5f81f94761fc7eb90294b0e9054a1a4c7592_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus
514d30cd1c15d614d4c9678580370aa97b4dfd49_35	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
191a7a38fba55684bd0dead82522c2561d792bc1_212	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
9754178ab5b5ff9ddfdcf843f187f4673a54562a_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
cdf527cfea58ef7ccfe573501362d81b5cc63631_1	1	1	k__Fungi;p__Ascomycota
766f0ec0e01a9ad5d1f2cc4425029218be2b5130_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes
905d288ac746977209cbbd685495917c30ddd0b8_10	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
c5a53746d95706338531a07a18d3c0f8f19b50f1_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
e175b05d534dbc3d280963bc369d046cbfbbb75c_9	1	1	k__Fungi
016a6a7ac69d81d0916186d08e7ed0604174041d_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
00cf0b90fcf954d27e886eca50015ea4b42956df_1	1	1	k__Fungi;p__Ascomycota
96e2988a8181d116fe7e5eeece5e39a7dcfe8435_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
a81be4e58f703d8c3b177b3af196d97e077071cb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
20965248123e8b69997f5842083e9a251fc7fc47_1	1	1	k__Fungi;p__Ascomycota
c319dede71e998b10828b64c0e2cefd29217f489_11	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
c26289e8a3ad067a9a31711933157c235c7175e4_1	1	1	k__Fungi;p__Ascomycota
c3245d0834ca843c603a76eb75f9a1e59b1c86f6_6	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
0a5fc2dc13ca59b9219a22b6d856959aa0ae810e_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae
f27a1fbed77a933a4aae24cbe33c74c3665e101c_15	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified
c84e675dd3bfa8860120ae1ba9674b7491db02f9_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
b52d62dc3279faea79b48cf3cbac325d83e6198d_1	1	1	k__Fungi;p__Ascomycota
986c5fb083d84de5ce658b8cd62335141e69a938_84	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma
91de0ff29efefcad873a49c2d5921a5cabfbe9bd_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ac871dacdacdd7223fb963ea7e994222fd38d0fb_2	1	1	k__Fungi;p__Ascomycota
a90cb9727e4bcc8ccf5b9d18e9356c4faf6d4005_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
209a49b9ce8736c84a6fc6113383c4307ea8b5dd_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
bd146d9f1190c9522d395ea2f54fcc77d4c0b627_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
8ac8bbce19eda0fa27c39ccc4773d66e7a2a261d_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ff5eeb2777de2f29d90f2e3671020414b9ea0b3c_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes
65f288c531bd0cc3320243a3874817d7af8701e3_3	1	1	k__Fungi
2e33bf6cb6053bbeed3b1ec4b38f1d9fb29e6fcf_1	1	1	k__Fungi
b04d42694398689ee94eb557e31c7b3036d7b565_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
760af8efb9d8ceb8cd905ac5ba6a89983c961b13_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
ac69df7dfa974c28095b2d7acfa64a821f44d887_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea
fc3fed9f20d2efa355ccd046a0d584eee9a9c1db_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
a8d5fb66e7f63d0e89e84c8917e568118ac001fc_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
9475bf5607bfc6daa2576d39cc506d7810ca5212_1	1	1	k__Fungi
2879b95924cc02ee60f544230f208e7bdefc9385_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
f7261f6d6bba99f23a90a7c56df9194564d9be3c_1	1	1	k__Fungi;p__Ascomycota
58d3cd75907cd417df6c8902a0c85a84acb1013a_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
2a07e786ea584a8cc0d45995391a0396a65d89d9_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
4fd93c5df43e5769d4c0ff15a6a9760428efd4e4_1	1	1	k__Fungi;p__Ascomycota
164d8cf4fd44330f4266e5001e5aae5496c05e64_11	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium seditiosum
4566143f21e550b2b5c0f08b40c0155b9bbf66fe_6	1	1	k__Fungi;p__Ascomycota
3fa67a00387dd853d1130f87eb85bac766e800fa_1	1	1	k__Fungi
b5d735982b2d514898a5f394007a8c5c0986b8dd_7	1	1	k__Fungi;p__Ascomycota
67e61af3fb66a92b997cf7928272b0ddbfbe7fc3_25	1	1	k__Fungi
d23f8a5b39af115279c94ce3a8dfdb2a02fee8f3_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ad0916dfaa7b62c29e280c7e10afe6fcfc98d4f1_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
949ad3d1f45eef72dcf4fd1d3e2a78ceb77ce3f0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
238c112899f478d50bda43b7e613f34d3ba58658_2261892	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
0c5794c7b97ad0c66bd0873b293a8138f0c822a8_1	1	1	k__Fungi
fcab707d3b063f5dec93fa55c049a3fd66113bbf_19	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3
c9c20c4909688b285eac997c648d5a69fecf33a6_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
a959b6e4abca32ab54e6419a12f6bdd45a7926dc_14125	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
25733fe2860c421b3a0f59d0026948cfb93e8ecc_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
89c62037bb1dd088eeaebcb90780a0f5891d3dee_4	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
564a83830771b86c30c3b014d79af707b8e103a2_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
3ad6eafc9ce38d118ef99e610ef255496fa5bf9f_1	1	1	k__Fungi;p__Ascomycota
16e8fc12ebf33f241cb9b09d891df40403a4d065_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium seditiosum
a2b2bbfbbc457930c805a2c87fa82495512d14ad_1	1	1	k__Fungi;p__Ascomycota
ffa2de1fb452790ee57891d3c795efb6b0faa5c3_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecidella
1dd46b68662653663e7758c0023112d5221b1b81_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
771028cdacbd9ce3adcb312cd132a329fba4c309_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
c8e66e67a23b7adfbf9c91a3795b1b46cca4ddfc_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
c0b6874e8020123037d995b6db529c78b15067e4_2	1	1	k__Fungi;p__Ascomycota
beed8f4312e48ed571ec997979c4382eec25b664_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
baf5d86696ff11163c25770740adc7bfeffd5f81_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
48135ccef6fe66de4219f65c951abd538d76a175_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea
a7796c28ac7b48878eb5ac78e5845ee0d9695bc8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium
c989cd78a7c11b2420dd9818f2be61baf12fd62a_6	1	1	k__Fungi;p__Ascomycota
929abc63af0734bbe7be809e1c86754c5d8784b0_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
72bab067206f2c58ed9c220e3cd3e2ee352c13e1_60	1	1	k__Fungi;p__Ascomycota
edad6626525e6fb5c23fb685d6381ac76a509fe6_2987	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
da6da9614c77ee84c346c3a7bcea865100ddc532_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
4f41d4c39497f90251c3f39bde3bbe8a846fc093_1	1	1	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured Phaeotheca
394c4ad6224522aa7d2a659b31d3db0d758bbd07_12	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Zalerion;s__Zalerion arboricola
82c3c19460cefd887aea69de198d16af39c6a783_1	1	1	k__Fungi
2484a73becfb3dc61d35889eff165b41eec30e76_15	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
f94426f6582f02467baec4d2b8a703e9b471c054_8	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus
26b99fc3fdd40723cca8f749c74a22a107520b51_6	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae
a73650b91dadbecd1239fa65b209346687b7d9d0_1	1	1	k__Fungi;p__Ascomycota
d15b0fca4d95cdc32116ca90aaa0400fb8b8d230_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
4988089ede4d7f59949d5762502e341dfb932bb4_1	1	1	k__Fungi
d11e917bcb86e3c7057ec2ee947413225c6e33c8_14	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
d98a3f791652dcbe7de1a2c0d728919109bfc137_1	1	1	k__Fungi
998c2be92710c96e4a3adbf269ccb1be20353af8_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
8835df35ecf72d76ad7cd62c51ba8a19170a84c1_1	1	1	k__Fungi;p__Ascomycota
2b3f832968ee24a4cb00766734db9c9518046992_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
c4848534e3f26d0526e4c600d9b71176f2f4a5f8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Toxicocladosporium
608af51c427cb1c7595501c72d41667a7630f4c4_156	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__Teratosphaeria sp CPC 13963
f7accafee55215bd3f98a65e6e283fc7690e5238_1	1	1	k__Fungi;p__Ascomycota
8d4508572ee32d5250b03e1267a55ca196132ae2_1	1	1	k__Fungi
4dd30fcedfbab3c28d9baf94a363b945e33f3b58_52236	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
3deb699b8c622ec92caebe812ab07e70e81ee913_1	1	1	k__Fungi
c7e6161504403552f005d0baf7d5e88ecada11a2_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecidella
4f3c0deb7afad397f696f4d641662a06cc0d50db_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales;f__Trapeliaceae;g__Sarea;s__Sarea sp
dc639ce5e4ddd534bc45bc13f430a9cab2a4b2fc_8	1	1	k__Fungi
50c57164d7f7968f04e515bba7d462b6100c450b_33	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
7e62be149e109089fb512b22c2343a41a2c33fbb_1	1	1	k__Fungi;p__Ascomycota
64876ccbe512fee1b33e19f9eeb7f96bf53e565d_1	1	1	k__Fungi
d6815114be5313ac33d1c20ab5cab655ce47b1bf_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
08003db92396e080c31e1356c1722043bbb62b83_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
d47c94e789a4bba2a2648cd55923e7792030d159_1	1	1	k__Fungi;p__Ascomycota
dae11d681548e85f5e7e5ee3919f9b708e3337f0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ccb65c4d1274d362fe2881a91e24439632c01384_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
89bb09558a949fe70d451613d2a9de239fdcfc6e_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
d2d2c38b8aa73952f4cb1013afa58102042d0b41_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
f48a05e399ffd350fc314488054305120b031a73_3393	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
c08968ea62f130c61f9f31c4cf8342cbc2525cc8_1	1	1	k__Fungi;p__Ascomycota
16bf5ab58106964c1d67e044b9ee57c185b0d073_1	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
45e92619b4b3bf8915c881ab828b40a76f788cae_3	1	1	k__Fungi
875b0f5938af95a529c733eac0e75187d351af7a_1	1	1	k__Fungi
83a3b7063a976f2938a8c11d21a20b334839fafa_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
1e068b2afbdaf705a88bcc88b75dec041f7825a3_4	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula
e191a5a20f0fe94495cbaee07a8b8c82dac5a089_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
4af091c25b9ce6d136d95e99d30ef5c51253dfba_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
9cbd5658373bd3da04a202be7818c61bb48b019b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
2023ab2cbc1570ba35d6501322f90cb837c4931a_7	1	1	k__Fungi
95d2d1f67720485607281b6e780d0c94e234cb78_6	1	1	k__Fungi
79b302e7ebfccc22c461c3a9e01e9b2209989412_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
5bf0a2ab7437b08ba83bb3c207616d1870c1c7bb_6	1	1	k__Fungi;p__Ascomycota
