OTU_ID	S1	S2	Taxonomy
aa0b36b244dc09a054659e64899aea821bba49b7_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
a9fd83157cba7b72fc35ef5811ad605d7371577d_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium
72f4cdd9d5fc9117262078bacb21c4d318e66f25_1	1	1	k__Fungi
34045240c9f0d91b38b9f0f7acda555562a13481_8	1	1	k__Fungi;p__Ascomycota
b2b14af3c746b5299099b41e7e689163bd227bd0_1	1	1	k__Fungi
f41ca0343d5ce3371fb714564b555b10d37019f6_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
46ad68cf3ba76968354827a8baa249515abe1ca2_103	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
d8273ef9ebf90124a0ccfb7c04f790f24e96cad3_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis
04b12aad59ff5ba0349969d218b5b30448b013a0_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
7427052305c8676fb65e67c3e0191e6de4db3067_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
4d42d7b11bedf377baa5f2d460565bd714f32e63_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
9ec213991ee0ded1dba77cbdcaf3c4f5e3921ea5_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
b4ef7e83da375ff1f167dd5a16aa3ae319e24f31_384	1	1	k__Fungi
165ed1ac12859a502ca4449b1b366fbd801f8aa8_5	1	1	k__Fungi
ff60ff9f5ef7173904d163afd5a3c088e46db934_1	1	1	k__Fungi;p__Ascomycota
948a9d7d954b0eeae68f63126226fe352ae6f163_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria;s__Botryosphaeria sp BJ10200_X
ad3c64c34fc075daa17acaab71e6b1d2af64fdca_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
d70bb8c42c781499d7b95a3326c856206fdefc51_75	1	1	k__Fungi
20396e64f1e198d05814ac30cb761e57c334f1ce_1	1	1	k__Fungi
7710b3108d908d91bf450eccfc01755e4b27b78e_34	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus sp DY115_21_8_M4
58cf2039319ec16bf7d4495fee4d525f7f408f0d_1	1	1	k__Fungi
a44eea5f7be81dfe0af3bb7c9b486346f9d3c8a8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
8d41abda377e196add822ba76e447b553fd7f260_28	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp agrD488
50e6b714891e696ac6ab0573f0741b9c85fbcf7f_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
560f8e652ecb9e62d00a5255480396e3ab6676f9_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
0c49eb6cc487c0c56579538e0140e0f41e053f8c_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
82f6699531ef425cde644836e82d66517ad06a42_3	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium westlingii
720a38c09496136c01853b090ea0a41430cb8c70_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
9ba8d128c0650996bc140aa2e30647951d490d5a_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
fb2a3ca7854f43306a3472e6726d93139d115db0_1	1	1	k__Fungi
7d0fae8ff0256247baca550bc1620cf40b115cd6_309	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp agrD392
a1910c013a17713a081709edbd710a0163e755e0_1	1	1	k__Fungi
74d6e73de89d352541edfd2def2a28c6a8fd175a_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Toxicocladosporium
427d951d4a3c761cfea27323cfd60b003633ec53_1161	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus sp DY115_21_8_M4
85ca045e696c582ba846b44bf10acbced92238e6_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
c1affbaba3da73929251863acb4b638b668935e3_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
01d2bb1a1bf703658d8a69410823a4a3533e6691_1	1	1	k__Fungi
e8f676fac07467f0cb64b2fcfd128a001ca0036c_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
f2087eca331398d28ccab4b3ddde0e5f79a5121a_6	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramichloridium;s__Ramichloridium pini
d1877a697630f26d34736ffa2b96b4e344186f99_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae
df184fd364f0b146692a3d7c35fa8ba6b6c8b858_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
6f17b6163484534b287e0e29031c7d6cd5faaa21_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
02b5c83638356d8e4a1e978ebcf13a65a30d461b_1	1	1	k__Fungi
f8db1a9e7cc50ef21a5d336c67247c8616641a8f_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
07f282d56d9056cc248bd1371eab190d6af32af7_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
a71a6d0777d203ca498eafc5ad372c1e271d449a_1207	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
c2ae6d29523da343e1e2529ea5bbbfe359f2c604_124	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
6ab1d4e9468bf6d43667cb61fd9860f0b568abbd_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia tetramera
37e3083d02aca5cb62bffe5e693f4d9a3a2848a2_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Physciaceae;g__Buellia;s__Buellia griseovirens
c49927521dd1d05508d32061ddd17204da811d21_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
0b1f0016be9d38b68a6439ece882e2de52fee8ec_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
c049a3172b1b33c3b3f03f912a1ba0471026b2ea_1	1	1	k__Fungi;p__Ascomycota
bbae651a35f72b669f5430b08fbdec6ab402f73c_1	1	1	k__Fungi
26b0ff1fb71711ad110a47041c3852510403d325_13	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
f15d0cdd4fc4779cc701082a3abcc24093522228_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
230a2ba217d928979b932acf8c5bdbf54ce81da4_1	1	1	k__Fungi;p__Ascomycota
f6a468bb00a58a2434a2094c92e6af44ec63393c_4	1	1	k__Fungi
ad7dd458fca3bc1751cef8be8fea57ee152992aa_73	1	1	k__Fungi
50014d8d97354dc9c40e74fce063a21855395eb6_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
24050e7d0721d8ace9221a4b3becd060ce0fd2a1_1	1	1	k__Fungi;p__Ascomycota
5efb05b1468932641dd5a3ee470204632e968cca_14	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes
e7aaa578f12d082de992c5ec33c374ecadb43738_91	1	1	k__Fungi
373b8353c4b9789823ba440f4cabc2e2d36106cd_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula
52047cb87040d9b7375353ee8fc283249932865f_1	1	1	k__Fungi
4b177922aafd1fce705dd65debcecfdaf48329da_6	1	1	k__Fungi;p__Ascomycota;c__Pezizomycetes
53dd0b96003cc63141e131c0899bc36c6e5a3e2c_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
80ab7664fa88a4a97038d3003d12a278eb4083a6_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae
9d79063475534b5e3bad60ad31ffc604d1ee342d_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
f538e3ffc3b62eea1e1368daacc2bc016f132135_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN213
37ab98e002746ffb4b98f75cd0ffed8832d99d85_1	1	1	k__Fungi;p__Ascomycota
eeafc01ca55bcc53bd38b1ff17ec7474b5c2bfdc_1	1	1	k__Fungi
96e76482ff587dd7f38c987d77666f94a41a992e_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella;s__Phaeomoniella sp
ed6ccb1b49b50ca92ee372326ef7a7b4d424f3c8_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3
2ae69219f9a78e96dcd4ebc370b06f2cd116ae9f_2	1	1	k__Fungi;p__Ascomycota
158eadd2386813b7e37279a6af8249b6c8cb0c2d_1	1	1	k__Fungi;p__Ascomycota
55ddfc239d1e16151762613331b7e21d12135349_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella
1bbda512bb7fe6632971f59a6bf666fb4002e0c8_2	1	1	k__Fungi;p__Ascomycota
81e83b334f185093b9335a7422e21fa54cc70b89_1	1	1	k__Fungi;p__Ascomycota
7d8c2ac7423ffca6010b625131412eb077b5dbd9_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae
bfe39faafd42d410ec26886b9f2b22239d565025_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__Sporormiaceae sp
fcd31cbf9e85e114218eb8956f1ac768262b686b_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
a5ea1a286c9321b2e7916955eb95ee608d84b361_2	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
1a03bd34d0a3d1d2bdd942e86bd6d44d7e8c7d50_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca
c87bda001b6e856787f2035d17b1838ea36f6a11_1	1	1	k__Fungi;p__Ascomycota
4430babc176c15779b40626f364d8a2de19803a3_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes
c5a664796c9e009a179a42f4ed00cf157a9f9d54_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae
a3f8a3c695f1ce14599198d969f2a73dc52ae191_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
e98c64fbf4a2728385e17fefd2721fcd7b89e0d6_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
c310f2c399bb1bca65aafc056814d19014988ea3_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
ad34ba0ee5f38dcad128928209b1eaead1b6777c_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
7fac5b1ca9d88e45902e8e7414943a3bc87c05cc_8	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
e24edde508b3ecad89165676475e125cb8a63c64_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae
ffbad6936f7daf64bafa440ce43372c80ea3bdc4_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
aecb4a8191f29e215f9f85e58f5767339b40fe54_1	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae
7d9926dc5d01bb7836689e4b03c509a809683867_2	1	1	k__Fungi;p__Ascomycota
8e7b63a1b33d5630238661d3e9f5e87f0956a307_18	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
f81894d3d11a1b36be7e6db7ec8f9ba625789ff1_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
86a685f7f0696187d8945593c168ee5cc417e5d3_4	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
8855eb4ac497d1d4ab431405f3f4ecc649c6c555_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
747a6b773ffbf5e71f268a8b5d17d3eea3176da6_11	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
6e21f4f969cff23fb7a4cca45b5e75a5137cb318_4	1	1	k__Fungi;p__Ascomycota
bea0beea860061e9be13e1fd07394fc33ac24e28_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
607f9161dee520c5f35870a873d4081989a29e03_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
949e23aec8fe7be5186bbc576830d2702263191a_6	1	1	k__Fungi
2cc3b71ce55064c3d783c518616802a28daa6ce4_241	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
a9e31a93aff9f84555aa6d6dbd13d4939f0a91fe_71	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
211ccca5691822713dfa95dbb341e228e6afd214_3	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
817628848507daa639248b9d11d4b6c5f66b54c2_895	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
c918bb073a4a9708ece8c11416e288a4ffded78f_1	1	1	k__Fungi;p__Ascomycota
506fbb90fa06faa0eb5379d57ab08defc5b5e83d_1	1	1	k__Fungi;p__Ascomycota
1cbf4938e508d9079bedf341bdf56b92e2451aee_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
7aa7edf544f2b23015b1a9679baabd302b4dd926_1	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Eutypa;s__Eutypa lata
1c85d672a7de98518b25ff9bcb66596e7fa6fda2_2	1	1	k__Fungi
7d21a6b7e0b4ddc2ba9344ac691f5ac99ea42bbe_1	1	1	k__Fungi;p__Ascomycota
90bed1057d387dbbf6a2c02a6844bee4fef8cda8_2885	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus
dfb5c5a735d199bfcac7b65a58f46e39bfb8f1e8_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
0a700c93be2d21279d34ef6a2e7ca94ca1f7e729_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
a126a869b9e31d297c75d6f253b932e74f93c243_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
6db4ced0733c2bd1ac9bb3f847d9a1c85e603e8d_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
09671328ebd67e1cabbcd9478a2ace6a536ab43e_217	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae
0a039c81e1480f1ead874b6bf43999e2100b8303_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
00cdbef5230414ceba202910b27a962f8431b389_1	1	1	k__Fungi
d6f4e99ffa8840df40c9b5eb240bd2adf28039cb_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca fissurella
823c7d2a12651c22795fcede30409a4c5f385718_4	1	1	k__Fungi;p__Ascomycota;c__Incertae sedis;o__Incertae sedis;f__Pseudeurotiaceae;g__unidentified;s__Pseudeurotiaceae sp
92a521231edfbd814ebd94f7a958604a35c05b95_9	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium
c42358b9dbba4e5d2bb758aa15f5b559cff1282f_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
071ffc06ad16fb42115614ec8f2fc78a4632cd89_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis;g__Ochrocladosporium;s__Ochrocladosporium sp
60fdaf992d0f5abe90f32bba3d64984463143d5d_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
2fc2d0f40e953bf55ac60d0c968e968697a87715_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
eaa14d8ccd41e07609a59d160f005fd59c3b2fed_3	1	1	k__Fungi
80c43a51e55273c353a787dbf0f485d26c91a1e0_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium spinulosum
427f02d01829ddbbfaf61b4c26206a91f03c3f36_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
46992c5eb6e06a7f2534181c8c619f340782cd7f_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
1d24704078f8b2a276da42d56f82cbaef343c92e_4	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
e3737b59455d8de374310271e9a326117b560e5c_9	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidea;s__Phaeothecoidea sp
5ce5fc76386b53262a2d25e47c806a2159e20da0_15	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes sp BLD3
0cdbd6a060bcaad9883836e1289331eb9b3a9fbe_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp agrD488
3be4351d38f89271d902ac2fbec4e2756e7aaa63_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN287
e2e07da48a6b1effa1acc6b59c561cf6cd7678f0_4	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
2770c569870f3830333a799ae3cae22378b99481_1	1	1	k__Fungi
209e4f25643e0fc25f708787fac95e23f1ce8e79_12	1	1	k__Fungi
7c6822c34fbcb1109314cecd1085797228b6e35e_3	1	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecidella
380b1ef1da49d76495bbdd7c311e1acde2544534_4	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus amstelodami
5aa61157709ed8a279e4e67230a9cc282923b0e9_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
cdd6d34a42033e6fdf2598b7120334c63185c219_18	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Hormonema;s__Hormonema sp F_054,258
65627599ac9ac7794cbeff8300ca0683720085a2_25	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
4575577db441b4d1c69626695f8814b6e8885ad8_5	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
773da117ae1916bf2a323b26a80c07237c49f010_2	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
76682ff6da67a76b28ad76ec12a135ef8a7cb8d0_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae sedis
007eda5d7406cc25fe44a265d98ee0e3db642f6e_1	1	1	k__Fungi
07cabd89fdba377b70d21cc683a2ec1618334fb5_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae sedis;f__Incertae sedis;g__Cyclaneusma;s__Cyclaneusma minus
2195b15db9583002cf4f1e066dd20fdc8a8b8c75_1	1	1	k__Fungi;p__Ascomycota
9aa0fd9debf551f6219ae5ea057725d157f81d1d_1	1	1	k__Fungi;p__Ascomycota
d0c8626e9ff667137d2070ad3609b517cff640ec_1	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae
c56732c5999aa1bb085713c1040b5ab58766ff73_1	1	1	k__Fungi
904fc2f853b8d231c9d12c0ea5037236e90c8e5d_1	1	1	k__Fungi;p__Ascomycota
e89521b69c6cda5071d98a16707dbe97b22d8001_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes sp 11147
567b47d8f28bc661af7f176a585da0a007470e76_14	1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
53ce4d909aca4b3fe5e079e30c9d6b83adad83ba_1	1	1	k__Fungi
87eb1088a782474a2b837ddf1dd66abb28e6d38b_7	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
f00af0c69ed2a89bcf6c42e32708ef8953b00b97_1082	1	1	k__Fungi;p__Ascomycota
87f335bfe523b1dbef69ffdc42613ac5160fe4df_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp T2513
d7f964b56dfddf5ced8af013a75041d9cc511547_1	1	1	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal sp TRN213
b9ab55007fd9f1fc4a6917e405aeb14d49c04ba9_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
0c87a186fdf1952c3e9deef4be9ed254831d44f1_2	1	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
331e2d662650eea2f6e8586aed631f7a4c208a21_6	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Phaeotheca;s__Phaeotheca sp
09239ccf09305c3c92a6929c8861005eaa12a77d_1	1	1	k__Fungi;p__Ascomycota
b8c350a6178493433dbab754327a34442e403d3b_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
1f23fe07a8b0387cb83e048c55466fb61a8d8ab6_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
2ddef4db9bbd569560fa05305dfbe7d6ff409193_1	1	1	k__Fungi;p__Ascomycota
e5e430f44918199c57102aba7ccbeda9c5f25c63_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
441ce586165983f89b67bdcb08e12b74c7139a39_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
1742eac8a31697f128b29279dec304ec780c5aa7_1	1	1	k__Fungi
795dd3edc7b7a44ad4029d08096f7d06e87779d9_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
79b5684cd0bc3516dce4950a9275b8137054d8a6_3	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
b7607c21afc3c66c06e11d3dc710bac053ea6858_1	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Bulgariaceae;g__Bulgaria;s__Bulgaria inquinans
3f5b7d1e454fa76146f02f375e55391a57d36ecf_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__unidentified;s__Dothioraceae sp
85cfd3306d8a00f8642b96be67fd99b56b46f3b5_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
2a7a5fa32dd54c5470bfdeb44266a37530a72afe_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
b2c8f097e3a8ed2d99ae71bcc35be87c419abe81_1	1	1	k__Fungi;p__Ascomycota
944d9e88f49a70462844d889a9943ed7f8408026_1	1	1	k__Fungi
dc743081b10e5afc4308ab267b9abd4de453c07a_1	1	1	k__Fungi;p__Ascomycota
c7f9344a77932ef8208d169bf9bc27a77f72b842_3	1	1	k__Fungi;p__Ascomycota;c__Leotiomycetes
fde77b5f0f7ceab4a4b77dd61e033192a1dd3c1f_1	1	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Incertae sedis;g__Capnobotryella;s__Capnobotryella sp MA 4642
